on:506,621,492,3,1,2,3,518,717,827,607,1023,729,671,1023,727,729,572,682,771
on:505,620,491,5,5,6,5,497,703,801,592,1023,709,656,1023,713,720,558,669,753
on:505,620,491,3,3,3,1,459,704,802,593,1023,703,653,1023,712,719,558,669,752
on:505,620,491,2,2,4,2,523,703,802,592,1023,709,656,1023,712,719,557,660,750
on:505,620,491,0,0,0,0,499,710,802,593,1023,720,664,1023,718,720,563,670,760
on:505,620,491,6,9,6,0,442,711,802,593,1023,720,664,1023,719,721,563,671,761
on:505,621,491,1,0,0,0,460,710,801,593,1023,720,664,1023,719,721,563,670,760
off:505,620,492,0,0,0,0,478,711,801,593,1023,720,664,1023,719,721,564,671,761
on:505,620,491,2,2,3,3,538,711,801,592,1023,720,663,1023,718,720,563,670,760
on:505,620,491,2,2,3,3,540,707,793,589,1023,715,661,1023,715,718,562,669,760
on:505,621,491,4,4,4,1,502,718,813,603,1023,725,674,1023,722,724,572,675,768
on:509,620,490,6,6,6,1,483,719,876,643,1023,753,677,1023,751,740,642,688,775
on:509,620,491,0,0,0,0,463,722,880,645,1023,755,676,1023,751,739,641,686,774
on:509,620,490,1,0,0,0,482,697,798,602,1023,722,651,1023,716,714,616,670,732
on:509,621,490,5,5,6,4,548,692,795,601,1023,721,650,1023,716,715,617,670,731
on:509,620,490,1,0,0,0,479,693,792,601,1023,721,650,1023,716,715,618,671,733
