534,429,473,6,5,5,1,1,745,777,883,834,795,909,1023,866,814,820,782,725,731,1023,912,726,0,0,0,0,0,0,0,0,1462026528.83
535,429,472,0,0,0,0,0,745,776,883,834,795,907,1023,866,815,821,782,725,731,1023,910,726,0,0,0,0,0,0,0,0,1462026528.98
535,429,473,0,1,0,0,1,745,777,883,834,795,907,1023,866,814,821,781,724,731,1023,910,727,0,0,0,0,0,0,0,0,1462026529.1
535,430,472,12,12,15,7,6,744,777,884,834,795,906,1023,867,813,821,782,725,731,1023,911,727,0,0,0,0,0,0,0,0,1462026529.22
535,429,473,10,11,14,5,4,745,778,884,835,797,908,1023,868,815,821,782,725,732,1023,912,728,0,0,0,0,0,0,0,0,1462026529.34
535,429,473,11,11,13,5,5,744,776,882,833,795,907,1023,866,814,820,782,724,732,1023,911,727,0,0,0,0,0,0,0,0,1462026529.47
534,429,472,10,11,13,5,4,744,776,883,835,796,908,1023,867,815,821,783,726,731,1023,912,728,0,0,0,0,0,0,0,0,1462026529.59
535,429,472,8,9,13,5,4,744,777,882,834,796,908,1023,867,814,821,782,724,731,1023,911,727,0,0,0,0,0,0,0,0,1462026529.71
535,429,473,8,9,12,5,5,745,777,883,834,796,909,1023,867,815,820,782,725,732,1023,912,726,0,0,0,2,0,0,0,0,1462026529.84
534,429,472,1,1,2,0,0,745,776,881,832,794,909,1023,866,815,820,784,725,732,1023,913,726,0,0,0,0,0,0,0,0,1462026529.98
535,429,474,10,12,15,7,5,745,775,881,833,796,908,1023,866,814,820,784,724,731,1023,913,727,0,0,0,0,0,0,0,0,1462026530.12
535,429,473,9,10,13,6,5,745,776,882,834,795,907,1023,867,815,820,783,725,732,1023,914,728,0,0,0,0,0,0,0,0,1462026530.25
534,429,472,2,4,6,3,3,745,776,882,834,796,910,1023,869,815,821,785,725,732,1023,913,727,0,0,0,0,0,0,0,0,1462026530.4
536,430,473,0,1,1,0,0,745,777,882,834,796,909,1023,867,814,820,783,725,731,1023,913,727,0,0,0,0,0,0,0,0,1462026530.52
535,429,473,11,12,15,6,6,746,776,882,834,795,910,1023,866,815,821,783,725,731,1023,912,727,0,0,0,0,0,0,0,0,1462026530.65
535,429,472,10,11,14,5,4,746,776,883,834,796,909,1023,867,814,821,783,725,731,1023,912,727,0,0,0,0,0,0,0,0,1462026530.77
535,429,473,10,11,14,5,4,745,777,884,836,795,910,1023,867,814,821,783,725,731,1023,912,727,0,0,0,0,0,0,0,0,1462026530.91
535,429,472,3,2,2,0,0,745,776,883,836,795,910,1023,867,814,821,783,725,732,1023,913,728,0,0,0,0,0,0,0,0,1462026531.03
